,content,prob,Sentimental,Date
2138,Toshiba deal getting complicated for  By Kang Seung-woo Attention is being paid as to whether   will continue to participate in the bidding process to purchase a majority stake in the flash-memory business of Toshiba after the Japanese firm’s recent change of plan.If the world’s second-largest chipmaker pulls off the   2017-02-22,0.8504980802536011,Negative,2017-02-22
2139," expected to be more transparentBy Kim Yoo-chulCHICAGO, IL. ― The prosecution’s arrest of  heir Lee Jae-yong on bribery charges involving the influence-peddling scandal will eventually help the group revamp its ownership structure and boost management transparency, analysts said Tuesday. “Restructuring is inevit  2017-02-21",0.9107872843742371,Positive,2017-02-21
2140, Display to lead mobile industry with flexible OLED ’ Galaxy S7 Edge equipped with a flexible OLED display from  Display. / Courtesy of  Display Display is moving to lead the next-generation mobile display industry with its organic light-emitting-diode (OLED) panels for smartphones.The move comes as part   2017-02-21,0.9438251256942749,Positive,2017-02-21
2141,"Decision on Chung Yoo-ra's expatriation postponedBy Lee Kyung-minDanish authorities delayed their decision on whether to extradite Chung Yoo-ra, the daughter of Choi Soon-sil, saying more time is needed for thorough deliberation, Tuesday.The Danish prosecution said on Twitter that additional materials submitted by Korea’s independent counsel  2017-02-21",0.7560920119285583,Negative,2017-02-21
2142,"Former presidential aide faces arrestFormer presidential secretary Woo Byeong-woo eyes a reporter before entering the Seoul Central District Court for a hearing on his arrest warrant, Tuesday. / YonhapBy Kim Bo-eunThe Seoul Central District Court held a hearing on the arrest warrant for former presidential secretary Woo Byung-woo, Tues  2017-02-21",0.7941650152206421,Negative,2017-02-21
2144,"Counsel team presses acting President for probe extensionBy Kim Bo-eunThe independent counsel team urged acting President, Prime Minister Hwang Kyo-ahn to extend the team’s mandate, Monday.“We have not yet received an answer,"" team spokesman Lee Kyu-chul said. ""Making a swift decision on the extension will help in efficiently utilizing the rem  2017-02-20",0.922061026096344,Positive,2017-02-20
2146,", Apple compete for futuristic servicesBy Lee Min-hyungWith Apple acquiring Israeli facial recognition startup RealFace, the competition is getting tougher among handset makers to introduce more futuristic bio authentication services for their upcoming flagship devices.According to local reports, the iPhone maker has recently taken over   2017-02-20",0.9158077836036682,Negative,2017-02-20
2147," brand value nosedivesBy Kang Seung-woo ’s corporate reputation was hit hard in the United States this past year by its troubled flagship smartphone and a recent corruption probe into its heir apparent, according to an annual survey on corporate brands, Monday.The 2017 Harris Poll ranked  49th, at a r  2017-02-20",0.8863046765327454,Negative,2017-02-20
2148, chief's arrest hampers 'holding firm' project ' head office in Seoul / Korea Times photo by Shim Hyun-chulTycoon’s arrest hampers financial holding firmBy Nam Hyun-wooThe arrest of  Group’s de facto leader Lee Jae-yong last week is feared to be causing a butterfly effect of adversely affecting the conglomer  2017-02-20,0.9870295524597168,Negative,2017-02-20
2149,"Young investors don't buy tech sharesBy Park Hyong-ki Korea’s rapidly aging society is negatively spilling over to the stock market as young investors aged below 50s are increasingly investing less in large-cap tech stocks amid unemployment and slow wage growth.The Korea Securities Depository (KSD), a state-run agency that settle  2017-02-20",0.9331253170967102,Negative,2017-02-20
2150," plunges in reputation indexThe corporate reputation ranking of  in the eyes of American consumers plunged 42 spots to 49th in 2017, according to an annual survey on Monday.The sharp drop in the survey by The Harris Poll on corporate brands came as  is struggling with the global recall of the Galaxy Note 7 smartp  2017-02-20",0.8007350564002991,Negative,2017-02-20
2151, carries on business as usual despite chief's absenceBy Lee Min-hyung  will push ahead with its planned business activities this year despite growing signs of external uncertainties following the unprecedented arrest of  Group heir apparent Lee Jae-yong.The nation’s largest conglomerate by market cap looked to have overc  2017-02-19,0.9339500665664673,Positive,2017-02-19
2152,"Park demands delay of final impeachment hearing heir questioned again over briberyBy Jung Min-hoPresident Park Geun-hye has requested the Constitutional Court put off the final hearing on her impeachment to early March.According to the court Sunday, her lawyers requested the court to postpone the date of the hearing to March 2 or 3, claim  2017-02-19",0.8288793563842773,Negative,2017-02-19
2154,"Counsel team's probe acceleratesIndependent counsel Park Young-soo enters the team’s office in southern Seoul, Friday, after   Vice Chairman Lee Jae-yong was arrested earlier the same day. / Yonhap2017-02-17",0.7599940896034241,Positive,2017-02-17
2155,"Constitutional Court likely to uphold impeachment'Two remaining hearings crucial before impeachmentBy Lee Kyung-minExpectations are growing that the Constitutional Court will uphold the impeachment of President Park Geun-hye, after a district court issued an arrest warrant for   Vice Chairman Lee jae-yong, Friday, a month after th  2017-02-17",0.8397001624107361,Negative,2017-02-17
2156,Rating agencies downplay Lee's arrestBy Kim Yoo-chul Credit rating agencies said that the arrest of  Group’s de facto leader Lee Jae-yong would not affect the credit ratings of the conglomerate’s major affiliates including  .Fitch Ratings Director Shelley Jang said that the imprisonment of  V  2017-02-17,0.7250186800956726,Negative,2017-02-17
2160," faces leadership vacuumBy Kang Seung-wooThe arrest of  Group heir Lee Jae-yong _ the first jailing of a  leader in the company’s 79-year history_ has created a leadership vacuum at the nation’s largest conglomerate that could disrupt its restructuring and overseas operations, according to officia  2017-02-17",0.9755706191062927,Negative,2017-02-17
2161,"Korea Inc. faces more bad news  employees enter the company’s office in Seocho, southern Seoul, Friday, after Vice Chairman Lee Jae-yong was arrested earlier in the day. / Korea Times photo by Shin Hyun-chulBy Kim Yoo-chul, Yoon Sung-won   Vice Chairman Lee Jae-yong’s arrest is cas  2017-02-17",0.8913973569869995,Negative,2017-02-17
2162,"Spring presidential election looms largeLee Jung-mi, acting president of the Constitutional Court, enters the court building in central Seoul, Friday. The court is expected to make a decision on the impeachment of President Park Geun-hye in early March. / YonhapBy Kim RahnThe odds of an early presidential election are growing after the Co  2017-02-17",0.8301327228546143,Positive,2017-02-17
2163,"s 'house of mourners' [VIDEO] ’ office in Seocho-gu, Seoul / Korea Times photo by Shim Hyun-chulBy Ko Dong-hwan ’ yscraper office in Seocho-gu, Seoul was like a “house of mourners” on Friday morning after the Seoul Central District Court announced his arrest.The grie  2017-02-17",0.8585571050643921,Positive,2017-02-17
2165," heir Lee Jae-yong arrestedLee Jae-yong, vice chairman of   Co., is seen in his car at the Seoul Central District Court in southern Seoul, Thurdsay, after attending a hearing on the legitimacy of his arrest sought for the second time by special prosecutors for alleged bribery related to the merger of two of   2017-02-17",0.8311275839805603,Positive,2017-02-17
2166,Around town 1“Sleeping Beauty” will be performed by the Korean National Ballet from March 22 to 26 at the Seoul Arts Center. / Courtesy of Korean National BalletClassical ConcertsLondon Symphony OrchestraSeoul Arts CenterFeb. 20London Symphony Orchestra will have a concert at Seoul Arts Center on Feb2017-02-16,0.9666456580162048,Positive,2017-02-16
2167, chief embezzled funds for Choi'The independent counsel team said Thursday it found evidence that   Vice Chairman Lee Jae-yong embezzled a greater amount of funds than stated earlier. It also said the additional funds were likely to have been money for President Park Geun-hye’s confidant Choi Soon-sil.&ldqu  2017-02-16,0.876953125,Negative,2017-02-16
2169,"Trade maneuvers and Korean advantageBy James Gerard ConleyThe Trump administration’s expressed intentions on international commerce, immigration and other matters have caused uncertainty among traditional U.S. trading partners. While this posturing may benefit the U.S. in trade negotiations with most nations, Korea is unlike mos2017-02-15",0.8709714412689209,Negative,2017-02-15
2171," in crisis management mode ’ mobile chief Ko Dong-jin takes questions from reporters during a weekly meeting of  affiliates’ executives at the company’s headquarters in Seocho, southern Seoul, Wednesday. / YonhapBy Kang Seung-woo Group is expected to shift to “crisis ma  2017-02-15",0.828983724117279,Positive,2017-02-15
2176,"National Pension to get W1 tril. dividend from conglomeratesNational Pension gets 40 pct. of dividend from By Yoon Ja-young The National Pension will get over 1 trillion won in dividends from the country’s top 30 conglomerates this year. Forty percent of the dividends will come from  Group, according to a report by CEO Score, a local busi  2017-02-14",0.7067705392837524,Positive,2017-02-14
2177,"FSS to inspect chaebol financial unitsBy Park Hyong-kiKorea’s financial regulators are set to assess the qualifications of major shareholders of non-banking financial companies such as credit cards, insurance and brokerages by the end of this month, according to the Financial Supervisory Service (FSS), Tuesday.The financial watchd  2017-02-14",0.8265433311462402,Positive,2017-02-14
2178,"Google investigated for practice against By Kang Seung-wooGoogle is facing an anti-competitive investigation into whether it obstructed  ’ development of its own operating system (OS) to replace the U.S. tech giant’s Android OS, according to the Fair Trade Commission (FTC), Monday.“We are currently check  2017-02-13",0.9496623873710632,Negative,2017-02-13
